Date,temp_max,rainfall,pressure
11/06/1991,33.94,8.13,96.5
12/06/1991,31.66,21.82,96.49
13/06/1991,31.91,14.46,96.71
14/06/1991,31.98,0.3,96.87
15/06/1991,32.76,18.48,97.04
16/06/1991,29.28,5.79,97.04
17/06/1991,35.27,0.07,96.93
18/06/1991,35.29,0.01,96.91
19/06/1991,35.43,0.13,96.74
20/06/1991,34.57,2.33,96.79
21/06/1991,35.45,8.04,96.92
22/06/1991,32.52,7.2,97.02
23/06/1991,31.4,0.42,96.95
24/06/1991,30.76,1.56,96.88
25/06/1991,31.58,0.92,96.87
26/06/1991,32.81,0.25,96.82
27/06/1991,32.63,0.48,96.74
28/06/1991,31.26,1.04,96.81
29/06/1991,31.94,1.57,96.9
30/06/1991,29.76,1.42,97.01
01/07/1991,32.85,0.51,97
02/07/1991,31.23,14.8,96.94
03/07/1991,30.47,13.2,96.9
04/07/1991,28.95,3.82,96.97
05/07/1991,30.35,11.39,97.05
06/07/1991,29.21,8.71,96.94
07/07/1991,31.33,4.98,96.8
08/07/1991,29.77,3.9,96.64
09/07/1991,31.08,13.49,96.58
10/07/1991,27.94,54.36,96.54
11/07/1991,30.47,8.98,96.52
12/07/1991,26.83,10.5,96.45
13/07/1991,31.06,0.68,96.48
14/07/1991,30.41,0.6,96.58
15/07/1991,31.71,1.34,96.58
16/07/1991,28.84,5.81,96.65
17/07/1991,29.24,6.69,96.7
18/07/1991,32.01,5.5,96.84
19/07/1991,32.37,0.27,96.93
20/07/1991,30.25,0.06,96.88
21/07/1991,32.83,0.12,96.7
22/07/1991,31.98,2.3,96.72
23/07/1991,31.72,0,96.75
24/07/1991,31.21,0.12,96.72
25/07/1991,32.06,1.91,96.68
26/07/1991,32.08,4.77,96.66
27/07/1991,31.91,0.59,96.53
28/07/1991,27.39,0.33,96.47
29/07/1991,27.95,1.1,96.29
30/07/1991,32.26,2.45,96.49
31/07/1991,32.85,0.08,96.74
01/08/1991,31.17,1.14,96.84
02/08/1991,31.55,1.07,96.87
03/08/1991,30.3,29.78,97.01
04/08/1991,26.69,25.74,97.11
05/08/1991,26.87,6.52,97.11
06/08/1991,29.24,7.03,97.06
07/08/1991,28.62,32.8,96.93
08/08/1991,26.55,13.43,96.91
09/08/1991,30.19,12.54,96.88
10/08/1991,30.32,2.71,96.91
11/08/1991,30,1.67,96.98
12/08/1991,28.04,4.84,96.95
13/08/1991,27.12,9.77,96.91
14/08/1991,28.17,2.28,96.84
15/08/1991,28.61,3.74,96.81
16/08/1991,28.51,2.48,96.82
17/08/1991,28.06,0.87,96.87
18/08/1991,28.41,11.63,96.91
19/08/1991,30.53,2.18,96.85
20/08/1991,30.86,0.56,96.77
21/08/1991,29.76,1.87,96.83
22/08/1991,28.53,3.11,96.87
23/08/1991,30.77,2.32,96.83
24/08/1991,31.12,1.43,96.78
25/08/1991,27.73,0.36,96.85
26/08/1991,30.51,0.75,96.98
27/08/1991,29.26,2.58,97.07
28/08/1991,29.92,0.7,96.97
29/08/1991,28.7,0.19,96.99
30/08/1991,30.16,0.51,97.04
31/08/1991,30.65,0.01,97.14
01/09/1991,30.27,0,97.3
02/09/1991,31.04,0,97.29
03/09/1991,30.06,0.07,97.2
04/09/1991,30.25,0.79,97.3
05/09/1991,30.05,0.24,97.42
06/09/1991,29.54,12.03,97.36
07/09/1991,30.19,3.55,97.21
08/09/1991,30.57,1.56,97.22
09/09/1991,30.96,0.38,97.34
10/09/1991,30.9,0,97.35
11/09/1991,30.3,0.54,97.44
12/09/1991,29.38,0.81,97.46
13/09/1991,28.6,0.21,97.36
14/09/1991,28.69,0.15,97.31
15/09/1991,30.61,0.07,97.29
16/09/1991,31.4,0.11,97.29
17/09/1991,30.49,0.09,97.35
18/09/1991,27.19,4.03,97.16
19/09/1991,29.65,1.3,97.09
20/09/1991,29.87,3.96,97.14
21/09/1991,28.78,2.26,97.09
22/09/1991,28.25,36.58,96.92
23/09/1991,27.98,40.9,96.86
24/09/1991,30.57,2.68,96.92
25/09/1991,30.77,1.59,97.09
26/09/1991,31.33,0.25,97.32
27/09/1991,30.93,0,97.48
28/09/1991,31.58,0,97.51
29/09/1991,31.27,0,97.48
30/09/1991,31.67,0,97.36
01/10/1991,30.96,0.79,97.32
02/10/1991,30.92,0.13,97.34
03/10/1991,29.41,0.04,97.25
04/10/1991,27.3,0.51,97.14
05/10/1991,30.12,1.16,97.14
06/10/1991,31.27,0.07,97.16
07/10/1991,29.48,11.26,97.15
08/10/1991,29.25,36.38,97.16
09/10/1991,29.99,1.03,97.18
10/10/1991,29.81,0.54,97.22
11/10/1991,29.9,0.16,97.26
12/10/1991,28.8,0.05,97.2
13/10/1991,29.71,0,97.12
14/10/1991,31.31,0,97.27
15/10/1991,30.91,0,97.55
16/10/1991,30.22,0,97.72
17/10/1991,28.18,0.04,97.76
18/10/1991,29.2,0.5,97.78
19/10/1991,28.68,0.21,97.81
20/10/1991,29.97,0,97.66
21/10/1991,29.19,0.11,97.68
22/10/1991,29.83,3.74,97.77
23/10/1991,29.84,0.36,97.71
24/10/1991,29.48,0,97.62
25/10/1991,29.08,0,97.55
26/10/1991,30.24,0,97.54
27/10/1991,30.73,0.08,97.59
28/10/1991,30.25,0.26,97.42
29/10/1991,26.86,0.59,97.27
30/10/1991,26.76,0.97,97.24
31/10/1991,26.68,1.31,97.37
01/11/1991,27.26,1.01,97.42
02/11/1991,27.8,1.82,97.56
03/11/1991,24.09,5.96,97.57
04/11/1991,28.44,3.77,97.69
05/11/1991,29.68,0.21,97.76
06/11/1991,28.83,0.45,97.97
07/11/1991,29.3,0.58,97.97
08/11/1991,29.04,0.62,97.79
09/11/1991,29.81,0.73,97.85
10/11/1991,29.58,1.02,97.97
11/11/1991,29.94,0.17,97.99
12/11/1991,30.31,0,97.97
13/11/1991,30.58,0,98.03
14/11/1991,30.12,0.01,98.01
15/11/1991,25.08,0.3,97.87
16/11/1991,23.71,3.81,97.89
17/11/1991,26.55,2.15,98
18/11/1991,25.79,2.48,98.15
19/11/1991,29.27,0.86,98.03
20/11/1991,30.04,0.02,97.93
21/11/1991,29.95,0,97.91
22/11/1991,29.14,0,98.02
23/11/1991,29.17,0,98.14
24/11/1991,28.37,0,98.21
25/11/1991,28.39,0,98.17
26/11/1991,28.98,0,98.22
27/11/1991,29.28,0,98.09
28/11/1991,29.87,0,97.93
29/11/1991,31.35,0,97.83
30/11/1991,31.13,0,97.78
01/12/1991,30.47,0,97.83
02/12/1991,29.73,0,98.03
03/12/1991,30.09,0,98.17
04/12/1991,29.5,0,98.25
05/12/1991,28.98,0,98.25
06/12/1991,29.62,0,98.3
07/12/1991,29.63,0,98.27
08/12/1991,28.88,0,98.17
09/12/1991,29.05,0,98.14
10/12/1991,28.98,0,98.25
11/12/1991,28.28,0,98.29
12/12/1991,28.21,0,98.29
13/12/1991,28.23,0,98.23
14/12/1991,28.51,0,98.2
15/12/1991,28.12,0,98.18
16/12/1991,28.95,0,98.08
17/12/1991,28.28,0,97.92
18/12/1991,26.23,0,97.84
19/12/1991,27.65,0,97.79
20/12/1991,29.19,0,97.76
21/12/1991,30.37,0,97.72
22/12/1991,31.01,0,97.7
23/12/1991,31.33,0,97.62
24/12/1991,31.08,0,97.48
25/12/1991,29.88,4.35,97.42
26/12/1991,29.48,0.97,97.49
27/12/1991,29.25,0,97.58
28/12/1991,29.06,0.01,97.83
29/12/1991,28.64,0.15,98.02
30/12/1991,29.24,0.01,97.79
31/12/1991,29.45,0.82,97.78
01/01/1992,28.72,0.11,98.07
02/01/1992,27.56,0.08,98.32
03/01/1992,28.08,1.02,98.42
04/01/1992,28.2,0,98.47
05/01/1992,29.15,0.02,98.23
06/01/1992,30.9,0,98.01
07/01/1992,31.51,0,98
08/01/1992,31.35,0,98.03
09/01/1992,30.75,0,98.15
10/01/1992,29.76,0,98.18
11/01/1992,30.18,0,98.11
12/01/1992,30.58,0,98.13
13/01/1992,31.05,0,98.16
14/01/1992,30.65,0.72,98.16
15/01/1992,30.62,0.24,98.04
16/01/1992,31.1,0,98.07
17/01/1992,31.34,0,98.14
18/01/1992,31.7,0,98.18
19/01/1992,31.7,0,98.16
20/01/1992,31.91,0,98.09
21/01/1992,31.9,0,98.06
22/01/1992,32.16,0,98.15
23/01/1992,32.62,0.07,98.13
24/01/1992,32.78,0,98.06
25/01/1992,33.85,0,97.96
26/01/1992,32.84,0,98
27/01/1992,33.42,0,98.02
28/01/1992,31.74,0,98.01
29/01/1992,32.33,0,98.06
30/01/1992,31.05,0,98.07
31/01/1992,33.4,0,97.89
01/02/1992,34.47,0,97.62
02/02/1992,34.55,0,97.66
03/02/1992,34.61,0,97.73
04/02/1992,34.26,0,97.82
05/02/1992,33.47,0,97.83
06/02/1992,33.83,0,97.86
07/02/1992,35.92,0,97.72
08/02/1992,35.85,0,97.51
09/02/1992,35.3,0,97.54
10/02/1992,34.16,0,97.68
11/02/1992,33.39,0,97.77
12/02/1992,34.05,0,97.82
13/02/1992,35.23,0,97.74
14/02/1992,35.48,0,97.64
15/02/1992,36.12,0,97.53
16/02/1992,37.21,0,97.44
17/02/1992,34.95,0,97.44
18/02/1992,35.27,0,97.5
19/02/1992,35.92,0,97.55
20/02/1992,35.58,0,97.45
21/02/1992,35.09,0,97.55
22/02/1992,35.7,0.09,97.73
23/02/1992,34.27,0.06,97.84
24/02/1992,34.62,0.01,97.96
25/02/1992,34.11,0.01,98.03
26/02/1992,34.27,0,98
27/02/1992,35.46,0,97.78
28/02/1992,37.52,0,97.67
29/02/1992,38.44,0,97.67
01/03/1992,38.97,0,97.77
02/03/1992,38.8,0,97.72
03/03/1992,38.89,0,97.68
04/03/1992,39.08,0,97.7
05/03/1992,39.25,0,97.72
06/03/1992,39.35,0,97.75
07/03/1992,39.25,0,97.73
08/03/1992,39.69,0,97.73
09/03/1992,39.75,0,97.68
10/03/1992,39.37,0,97.62
11/03/1992,39.52,0,97.72
12/03/1992,39.66,0,97.81
13/03/1992,39.19,0,97.79
14/03/1992,39,0,97.74
15/03/1992,39.81,0,97.63
16/03/1992,40.8,0,97.49
17/03/1992,40.77,0,97.44
18/03/1992,41.33,0,97.34
19/03/1992,41.55,0,97.3
20/03/1992,41.41,0,97.47
21/03/1992,41.15,0,97.48
22/03/1992,41.5,0,97.54
23/03/1992,42.23,0,97.51
24/03/1992,42.21,0,97.36
25/03/1992,42.75,0,97.32
26/03/1992,42.08,0,97.43
27/03/1992,42.73,0,97.38
28/03/1992,42.98,0,97.25
29/03/1992,43.63,0,97.06
30/03/1992,42.89,0,97.05
31/03/1992,42.04,0,97.24
01/04/1992,39.9,0,97.5
02/04/1992,40.7,0,97.52
03/04/1992,39.13,0,97.56
04/04/1992,42.28,0,97.34
05/04/1992,42.16,0,97.2
06/04/1992,42.5,0,97.15
07/04/1992,42.65,0,97.11
08/04/1992,43.14,0,97.22
09/04/1992,43.05,0,97.12
10/04/1992,42.97,0,97.14
11/04/1992,42.28,0,97.28
12/04/1992,42.93,0,97.35
13/04/1992,43.74,0,97.31
14/04/1992,43.53,0,97.31
15/04/1992,42.15,0,97.34
16/04/1992,42.55,0,97.35
17/04/1992,41.83,0,97.34
18/04/1992,41.95,0,97.34
19/04/1992,42.55,0,97.44
20/04/1992,43.13,0,97.51
21/04/1992,44.02,0.01,97.37
22/04/1992,44.23,0,97.13
23/04/1992,42.44,1.75,97.07
24/04/1992,40.58,0.53,97.28
25/04/1992,39.33,3.53,97.56
26/04/1992,39.35,0.04,97.47
27/04/1992,41.01,0,97.25
28/04/1992,41.75,0.01,97.18
29/04/1992,42.2,0,97.24
30/04/1992,42.89,0,97.28
01/05/1992,42.12,0,97.12
02/05/1992,42.49,0,96.94
03/05/1992,43.58,0,96.82
04/05/1992,43.22,0.01,96.94
05/05/1992,42.69,0,97.22
06/05/1992,41.51,0.54,97.31
07/05/1992,40.94,0.97,97.12
08/05/1992,42.55,0.01,97.02
09/05/1992,43.21,0.09,97.07
10/05/1992,43.01,0,97.04
11/05/1992,43.93,0,96.93
12/05/1992,42.88,0.78,97.08
13/05/1992,40.58,4.59,97.27
14/05/1992,41.7,0,97.25
15/05/1992,41.94,0,97.05
16/05/1992,42.44,0.35,96.91
17/05/1992,44.75,0.02,96.65
18/05/1992,44.3,0,96.59
19/05/1992,44.48,0,96.65
20/05/1992,43.59,0,96.81
21/05/1992,43.56,0,96.87
22/05/1992,44.74,0,96.84
23/05/1992,45.05,0,96.78
24/05/1992,44.26,0.07,96.76
25/05/1992,44.91,0.01,96.67
26/05/1992,44.52,0.01,96.66
27/05/1992,44.67,0.08,96.77
28/05/1992,43.6,1.78,97.03
29/05/1992,41.53,0.27,97.08
30/05/1992,40.92,7.15,96.95
31/05/1992,40.53,8.29,96.86
01/06/1992,41.08,0,96.88
02/06/1992,40.98,0.13,96.97
03/06/1992,41.23,3.95,96.97
04/06/1992,41.13,0.94,96.89
05/06/1992,37.35,12.86,96.94
06/06/1992,39.24,0.18,96.94
07/06/1992,40.4,0,96.84
08/06/1992,40.4,0.01,96.74
09/06/1992,38.35,0,96.83
10/06/1992,36.45,20.97,96.93
11/06/1992,36.96,0.9,96.91
12/06/1992,38.64,0,96.69
13/06/1992,37.07,5.37,96.6
14/06/1992,38.35,0.31,96.57
15/06/1992,41.04,0.44,96.52
16/06/1992,41.12,0.71,96.37
17/06/1992,41.55,0.13,96.09
18/06/1992,39.34,0.3,96.14
19/06/1992,33.04,24.39,96.21
20/06/1992,32.4,12.09,96.33
21/06/1992,33.67,4.48,96.52
22/06/1992,31.94,2.79,96.56
23/06/1992,33.61,6.19,96.5
24/06/1992,30.54,4.76,96.67
25/06/1992,36.3,3.33,96.8
26/06/1992,36.19,0.07,96.74
27/06/1992,37.02,0.02,96.67
28/06/1992,36.76,3.4,96.78
29/06/1992,34.58,0.61,96.82
30/06/1992,32.99,0.79,96.75
01/07/1992,32.19,0.28,96.77
02/07/1992,29.35,28.3,96.85
03/07/1992,32.36,3.07,96.92
04/07/1992,30.66,0.02,97.06
05/07/1992,31.15,0.03,97.2
06/07/1992,34.08,0.01,97.13
07/07/1992,33.21,1.56,97.01
08/07/1992,33.38,0.02,97
09/07/1992,34.01,0.13,96.88
10/07/1992,34.43,0.07,96.82
11/07/1992,33.68,0.57,96.83
12/07/1992,32.55,0.24,96.96
13/07/1992,32.08,1.12,96.92
14/07/1992,30.89,32.48,96.87
15/07/1992,30.55,16.77,96.93
16/07/1992,31.13,1.41,96.93
17/07/1992,30.26,6.52,96.76
18/07/1992,32.08,6.95,96.67
19/07/1992,31.21,0.62,96.7
20/07/1992,30.55,0.05,96.85
21/07/1992,29.73,20.6,97
22/07/1992,31.55,5.72,97.03
23/07/1992,33.88,0.54,96.91
24/07/1992,33.48,0.12,96.83
25/07/1992,29.57,1.75,96.66
26/07/1992,29.82,4.19,96.55
27/07/1992,29.58,2.33,96.48
28/07/1992,33.06,1.94,96.55
29/07/1992,34.87,4.54,96.86
30/07/1992,33.74,0.74,97.04
31/07/1992,33.85,2.38,96.97
01/08/1992,28.05,1.04,96.91
02/08/1992,28.73,12.63,96.63
03/08/1992,28.55,17.9,96.74
04/08/1992,30.89,16.7,96.96
05/08/1992,31.11,5.59,97.2
06/08/1992,30.43,15.87,97.2
07/08/1992,30.26,26.29,97.12
08/08/1992,28.85,10.88,97.08
09/08/1992,30.3,13.8,97.16
10/08/1992,29.93,23.07,97.07
11/08/1992,30.23,29.13,96.96
12/08/1992,29.8,12.45,96.89
13/08/1992,27.84,36.15,96.82
14/08/1992,26.05,13.59,96.78
15/08/1992,26.35,7.22,96.8
16/08/1992,28.07,11.5,96.79
17/08/1992,30.62,0.61,96.64
18/08/1992,31.74,0.86,96.67
19/08/1992,28.34,2.18,96.84
20/08/1992,26.16,3.26,96.88
21/08/1992,26.44,6.18,96.95
22/08/1992,30.91,1.98,97
23/08/1992,31,0.04,97.01
24/08/1992,27.91,0.52,97.12
25/08/1992,28.49,4.52,97.13
26/08/1992,26.76,2.39,97.07
27/08/1992,28.51,2.94,97.05
28/08/1992,30.33,2.71,96.95
29/08/1992,29.44,2.47,96.8
30/08/1992,29.2,3.1,96.68
31/08/1992,27.39,2.08,96.62
01/09/1992,28.83,4.28,96.46
02/09/1992,27.01,9.1,96.69
03/09/1992,29.36,0.92,96.79
04/09/1992,30.07,1.99,96.76
05/09/1992,30.67,0.62,96.85
06/09/1992,27.7,3.85,96.87
07/09/1992,28.73,8.1,96.88
08/09/1992,26.76,0.56,96.91
09/09/1992,28,5.26,96.9
10/09/1992,29.63,2.36,96.98
11/09/1992,29.94,8.48,97.07
12/09/1992,29.87,12.88,97.08
13/09/1992,29.98,0.46,97.24
14/09/1992,30.35,0.05,97.41
15/09/1992,30.15,0.16,97.49
16/09/1992,30.04,0.56,97.51
17/09/1992,30.11,2.98,97.45
18/09/1992,30.33,0.06,97.42
19/09/1992,30.58,0.04,97.48
20/09/1992,30.66,0,97.49
21/09/1992,30.49,0.42,97.38
22/09/1992,28.85,0.18,97.25
23/09/1992,30.6,0,97.15
24/09/1992,30.02,0,97.2
25/09/1992,30.67,0,97.14
26/09/1992,30.93,0,97.12
27/09/1992,29.08,0.46,97.28
28/09/1992,29.43,0.79,97.4
29/09/1992,30.05,6.26,97.42
30/09/1992,29.01,1.83,97.48
01/10/1992,30.8,0.53,97.5
02/10/1992,30.26,0.36,97.55
03/10/1992,30.63,0.78,97.52
04/10/1992,31.05,1.02,97.37
05/10/1992,31.48,0.37,97.32
06/10/1992,31.13,1.75,97.37
07/10/1992,30.1,0.48,97.28
08/10/1992,30.67,1.06,97.09
09/10/1992,27.36,9.62,96.74
10/10/1992,28.33,11.17,97.06
11/10/1992,28.52,4.19,97.15
12/10/1992,30.2,10.15,97.18
13/10/1992,30.26,3.35,97.25
14/10/1992,30.34,0.34,97.25
15/10/1992,31.12,0.37,97.2
16/10/1992,31.21,0.12,97.17
17/10/1992,30.87,0.07,97.25
18/10/1992,30.62,0.03,97.43
19/10/1992,30.98,0.1,97.51
20/10/1992,31.04,0,97.52
21/10/1992,31.3,0,97.49
22/10/1992,32.1,0,97.48
23/10/1992,32.31,0,97.64
24/10/1992,33.01,0,97.75
25/10/1992,32.02,0,97.83
26/10/1992,28.19,0,97.9
27/10/1992,26.02,0,97.94
28/10/1992,30.64,0,97.92
29/10/1992,28.64,0.07,97.97
30/10/1992,30.69,0.01,97.81
31/10/1992,30.55,0,97.77
01/11/1992,31.77,0,97.75
02/11/1992,32.63,0.03,97.75
03/11/1992,32.6,0.01,97.7
04/11/1992,32.65,0.01,97.61
05/11/1992,31.8,0,97.61
06/11/1992,32.44,0,97.65
07/11/1992,31.84,0,97.71
08/11/1992,28.04,0.92,97.77
09/11/1992,29.05,0.59,97.89
10/11/1992,31.54,0.39,97.89
11/11/1992,31.91,0.22,97.88
12/11/1992,30.25,0,97.92
13/11/1992,31.32,0,97.84
14/11/1992,31.25,0.03,97.66
15/11/1992,29.84,2.34,97.62
16/11/1992,26.03,0.93,97.62
17/11/1992,24.66,16.69,97.59
18/11/1992,25.93,37.41,97.52
19/11/1992,28.07,5.26,97.58
20/11/1992,29.3,0.41,97.69
21/11/1992,30.24,0.01,97.62
22/11/1992,29.06,0.01,97.82
23/11/1992,30.6,0.02,98.02
24/11/1992,30.45,0.69,98.08
25/11/1992,29.99,0.19,97.99
26/11/1992,29.13,0,97.8
27/11/1992,27.59,0,97.91
28/11/1992,28.96,0,98.09
29/11/1992,29.39,0,98.13
30/11/1992,29.28,0,97.98
01/12/1992,29.11,0,98
02/12/1992,29.44,0,97.95
03/12/1992,29.11,0,98.02
04/12/1992,28.98,0,98.13
05/12/1992,29.01,0,98.24
06/12/1992,28.63,0,98.24
07/12/1992,28.47,0.01,98.19
08/12/1992,28.92,0,98.09
09/12/1992,28.83,0,98.07
10/12/1992,27.13,0,98.12
11/12/1992,28.27,0,98.16
12/12/1992,28.45,0,98.11
13/12/1992,28.39,0,98
14/12/1992,28.87,0,98.01
15/12/1992,29.48,0,98.08
16/12/1992,29.19,0,98.13
17/12/1992,29.02,0,98.06
18/12/1992,29.09,0,98.08
19/12/1992,29.29,0,98.08
20/12/1992,29.12,0,98.18
21/12/1992,29.28,0,98.23
22/12/1992,30.1,0,98.19
23/12/1992,30,0,98.15
24/12/1992,29.32,0,98.07
25/12/1992,28.71,0,98.07
26/12/1992,29.64,0,98.02
27/12/1992,29.59,0,98.05
28/12/1992,29.75,0,98.09
29/12/1992,29.44,0,98.23
30/12/1992,29.65,0,98.34
31/12/1992,30.01,0,98.35
01/01/1993,31,0,98.29
02/01/1993,30.71,0,98.23
03/01/1993,30.2,0,98.15
04/01/1993,31.71,0,98.09
05/01/1993,31.94,0,98.15
06/01/1993,33,0,97.92
07/01/1993,32.8,0,97.67
08/01/1993,32.31,0,97.79
09/01/1993,31.75,0,97.95
10/01/1993,32.42,0,97.87
11/01/1993,32.78,0,97.73
12/01/1993,33.86,0,97.62
13/01/1993,33.27,0,97.61
14/01/1993,32.22,0,97.68
15/01/1993,33.14,0,97.77
16/01/1993,32.96,0,97.86
17/01/1993,33.48,0,97.82
18/01/1993,33.85,0,97.82
19/01/1993,34.23,0,97.74
20/01/1993,32.65,0,97.75
21/01/1993,32.08,0,97.86
22/01/1993,32.57,0.06,98.03
23/01/1993,33.21,0.12,97.96
24/01/1993,32.46,0,97.98
25/01/1993,32.47,0,98.06
26/01/1993,33.65,0,98.11
27/01/1993,34.22,0,98.06
28/01/1993,33.95,0,97.99
29/01/1993,34.52,0,97.93
30/01/1993,33.41,0,97.93
31/01/1993,33.31,0,98.02
01/02/1993,32.76,0,98.19
02/02/1993,32.05,0,98.26
03/02/1993,31.86,0,98.31
04/02/1993,32.12,0,98.31
05/02/1993,32.37,0,98.24
06/02/1993,33.16,0,98.12
07/02/1993,33.92,0,98.01
08/02/1993,34.5,0,97.81
09/02/1993,34.69,0,97.75
10/02/1993,34.12,0,97.75
11/02/1993,33.22,0,97.84
12/02/1993,34.16,0,97.87
13/02/1993,35.23,0,97.84
14/02/1993,37.03,0,97.67
15/02/1993,37.8,0,97.53
16/02/1993,38.61,0,97.33
17/02/1993,38.71,0,97.25
18/02/1993,37.79,0,97.38
