Date,temp_max,rainfall,pressure
06/12/1999,31.2,0,97.85
07/12/1999,31.37,0,97.85
08/12/1999,31.57,0,97.87
09/12/1999,31.42,0,97.88
10/12/1999,30.01,0,97.9
11/12/1999,28.86,0,97.97
12/12/1999,29.24,0,97.98
13/12/1999,30.78,0,97.9
14/12/1999,31.98,0,97.79
15/12/1999,32.01,0,97.76
16/12/1999,31.45,0,97.9
17/12/1999,30.73,0,97.93
18/12/1999,30.69,0,97.87
19/12/1999,29.82,0,97.85
20/12/1999,29.5,0,97.89
21/12/1999,30.88,0,97.95
22/12/1999,31.29,0.02,98.03
23/12/1999,30.44,0,98.09
24/12/1999,30.69,0,98.09
25/12/1999,30.88,0,98
26/12/1999,30.43,0,97.87
27/12/1999,30.51,0,97.94
28/12/1999,31.33,0,98.03
29/12/1999,31.18,0,97.96
30/12/1999,31.68,0,97.71
31/12/1999,31.06,0,97.72
01/01/2000,30.81,0,97.83
02/01/2000,30.55,0,97.86
03/01/2000,30.73,0,97.75
04/01/2000,30.71,0,97.75
05/01/2000,31.16,0,97.78
06/01/2000,30.57,0,97.8
07/01/2000,30.27,0,97.84
08/01/2000,31.49,0,97.79
09/01/2000,32.77,0,97.75
10/01/2000,33.26,0,97.68
11/01/2000,33.68,0,97.69
12/01/2000,33.66,0,97.66
13/01/2000,35.05,0,97.56
14/01/2000,34.81,0,97.46
15/01/2000,34.79,0,97.47
16/01/2000,33.26,0,97.69
17/01/2000,34.62,0,97.9
18/01/2000,34.8,0,98.02
19/01/2000,34.08,0,97.89
20/01/2000,35.87,0,97.59
21/01/2000,35.86,0,97.65
22/01/2000,35.07,0,97.66
23/01/2000,34.1,0,97.67
24/01/2000,33.38,0,97.82
25/01/2000,32.67,0,97.95
26/01/2000,32.42,0,97.98
27/01/2000,32.39,0,97.91
28/01/2000,33.3,0,97.94
29/01/2000,32.79,0,98.02
30/01/2000,33.26,0,98.04
31/01/2000,32.98,0,97.97
01/02/2000,33.97,0,97.71
02/02/2000,34.13,0,97.73
03/02/2000,34.74,0,97.85
04/02/2000,35.51,0,97.68
05/02/2000,35.26,0,97.43
06/02/2000,34.92,0.19,97.45
07/02/2000,34.29,0.17,97.48
08/02/2000,34.45,0.09,97.4
09/02/2000,34.66,0,97.49
10/02/2000,34.73,0,97.53
11/02/2000,34.19,0.01,97.46
12/02/2000,35.19,0.27,97.45
13/02/2000,34.26,8.97,97.44
14/02/2000,33.15,0.81,97.63
15/02/2000,32.88,0,97.75
16/02/2000,33.96,0.02,97.65
17/02/2000,35.47,0.14,97.37
18/02/2000,33.55,0.01,97.45
19/02/2000,33.72,1.19,97.43
20/02/2000,33.09,1.83,97.29
21/02/2000,32.46,4.1,97.42
22/02/2000,32.57,1.08,97.54
23/02/2000,32.71,0.33,97.62
24/02/2000,33.12,0.54,97.68
25/02/2000,31.79,17.36,97.6
26/02/2000,29.23,11.18,97.5
27/02/2000,32.69,0.04,97.59
28/02/2000,33.09,0.03,97.8
29/02/2000,33.81,0,97.78
01/03/2000,35.71,0,97.59
02/03/2000,37.01,0,97.52
03/03/2000,37.19,0,97.53
04/03/2000,37.02,0,97.5
05/03/2000,36.58,0,97.46
06/03/2000,36.44,0,97.42
07/03/2000,36.33,0,97.47
08/03/2000,35.99,0,97.49
09/03/2000,36.68,0,97.43
10/03/2000,37.31,0,97.42
11/03/2000,38.62,0,97.38
12/03/2000,38.87,0,97.25
13/03/2000,38.01,0,97.19
14/03/2000,37.17,0,97.38
15/03/2000,37.99,0,97.45
16/03/2000,38.08,0,97.36
17/03/2000,38.98,0,97.2
18/03/2000,39.05,0,97.27
19/03/2000,39.3,0,97.35
20/03/2000,39.14,0,97.3
21/03/2000,38.93,0,97.4
22/03/2000,38.03,0,97.43
23/03/2000,38.77,0,97.46
24/03/2000,39.2,0,97.56
25/03/2000,38.9,0,97.59
26/03/2000,38.86,0.02,97.58
27/03/2000,38.14,0,97.55
28/03/2000,38.21,0.26,97.5
29/03/2000,38.69,0,97.48
30/03/2000,39.87,0,97.34
31/03/2000,39.91,0,97.24
01/04/2000,40.2,0,97.2
02/04/2000,40.71,0,97.19
03/04/2000,41.32,0,97.21
04/04/2000,42.25,0,97.14
05/04/2000,42.61,0.01,97.1
06/04/2000,42.07,0,97.13
07/04/2000,41.86,0,97.34
08/04/2000,41.9,0,97.34
09/04/2000,43.96,0,97.09
10/04/2000,44.01,0.01,97.04
11/04/2000,43.3,0,97.01
12/04/2000,42.83,0,97.04
13/04/2000,43.16,0.03,96.89
14/04/2000,44.17,0.18,96.72
15/04/2000,43.54,0.46,96.87
16/04/2000,42.55,0.4,97.02
17/04/2000,43.02,0.22,97.03
18/04/2000,41.9,0.02,97.22
19/04/2000,42.12,0,97.27
20/04/2000,43.04,0,97.14
21/04/2000,44.15,0,97.03
22/04/2000,44.32,0,97
23/04/2000,43.51,0,96.99
24/04/2000,43.7,0,96.94
25/04/2000,43.44,0,96.81
26/04/2000,44.64,0,96.78
27/04/2000,45.83,0,96.73
28/04/2000,45.45,0,96.77
29/04/2000,45.41,0,96.9
30/04/2000,44.73,0,97.02
01/05/2000,44.68,0.02,97.01
02/05/2000,45.26,0.01,97
03/05/2000,44.95,0.02,97.02
04/05/2000,42.53,0,97.04
05/05/2000,41.05,7.91,97.09
06/05/2000,39.55,0.78,97.14
07/05/2000,33.37,11.84,97.27
08/05/2000,34.14,2.95,97.23
09/05/2000,38.04,0,97.17
10/05/2000,40.07,0,97.06
11/05/2000,38.44,0.02,97
12/05/2000,41.99,0,96.91
13/05/2000,42.02,0,96.94
14/05/2000,42.19,0,96.95
15/05/2000,42.69,0.22,96.92
16/05/2000,39.29,4.07,97.01
17/05/2000,37.32,0.06,97
18/05/2000,40.5,0,96.83
19/05/2000,39.89,0.02,96.81
20/05/2000,39.6,0.06,96.83
21/05/2000,39.69,0.11,96.81
22/05/2000,37.57,0.03,96.83
23/05/2000,37.86,0.73,96.78
24/05/2000,38.66,0.77,96.84
25/05/2000,37.71,0.12,96.87
26/05/2000,36.62,0,96.79
27/05/2000,38.07,0.01,96.87
28/05/2000,37.07,0,96.93
29/05/2000,37.59,0.02,97
30/05/2000,36.78,1.98,96.96
31/05/2000,35.98,0.46,96.87
01/06/2000,33.9,0.19,96.77
02/06/2000,34.38,11.56,96.76
03/06/2000,34.75,0.66,96.63
04/06/2000,33.82,4.99,96.41
05/06/2000,33.73,15.89,96.14
06/06/2000,32.16,24.7,96.03
07/06/2000,32.76,6.63,96.41
08/06/2000,32.37,0.6,96.67
09/06/2000,36.07,0.01,96.75
10/06/2000,34.76,0.25,96.75
11/06/2000,31.44,22.08,96.84
12/06/2000,27.52,12.38,96.91
13/06/2000,34.17,0.07,96.92
14/06/2000,33.19,0.01,96.98
15/06/2000,33.72,0,96.92
16/06/2000,35.12,0.04,96.82
17/06/2000,31.58,1.01,96.82
18/06/2000,27.93,2.95,96.69
19/06/2000,31.76,5.32,96.61
20/06/2000,33.19,2.79,96.62
21/06/2000,33.26,3.04,96.81
22/06/2000,29.8,0.07,96.98
23/06/2000,31.68,1.28,97.03
24/06/2000,33.01,0.05,96.92
25/06/2000,33.49,1.78,96.9
26/06/2000,32.69,0.56,96.85
27/06/2000,31.52,1.97,96.81
28/06/2000,28.84,5.24,96.75
29/06/2000,29.24,10.14,96.62
30/06/2000,28.01,33.65,96.33
01/07/2000,31.68,0.76,96.55
02/07/2000,30.04,8.75,96.66
03/07/2000,30.78,3,96.6
04/07/2000,33.5,0.65,96.59
05/07/2000,33.05,0.68,96.6
06/07/2000,31.08,2.21,96.64
07/07/2000,30.47,4.31,96.56
08/07/2000,29.56,20.78,96.55
09/07/2000,31.28,2.93,96.47
10/07/2000,30.06,11.45,96.5
11/07/2000,30.01,34.6,96.43
12/07/2000,30.19,21.98,96.39
13/07/2000,31.97,0.88,96.54
14/07/2000,32.4,2.33,96.73
15/07/2000,30.63,0.02,96.73
16/07/2000,30.58,6.48,96.75
17/07/2000,30.11,2.66,96.7
18/07/2000,31.18,3.17,96.62
19/07/2000,29.83,0.65,96.61
20/07/2000,32.76,1.31,96.74
21/07/2000,32.26,0.06,96.98
22/07/2000,31.87,2.33,97.16
23/07/2000,31.56,0.29,97.08
24/07/2000,31.3,0.12,97.01
25/07/2000,30.8,0.17,97.08
26/07/2000,30.07,0.06,97.09
27/07/2000,30.92,2,96.94
28/07/2000,31.83,1.16,96.89
29/07/2000,32.35,2.17,96.94
30/07/2000,30.69,0.27,97.08
31/07/2000,32.17,0,97
01/08/2000,33.1,0.01,96.94
02/08/2000,32.92,0.17,97.03
03/08/2000,33.04,0.04,97.07
04/08/2000,32.94,1.75,97.09
05/08/2000,30.69,5.13,97.06
06/08/2000,31.62,0.75,96.96
07/08/2000,32.67,7.66,96.93
08/08/2000,32.58,7.22,96.88
09/08/2000,28.95,28.63,96.69
10/08/2000,27.74,36.48,96.44
11/08/2000,29.38,4.52,96.43
12/08/2000,32.44,0.14,96.87
13/08/2000,30.99,1.32,97.24
14/08/2000,27.98,1.52,97.29
15/08/2000,29.83,0.55,97.19
16/08/2000,30.23,0.1,97.13
17/08/2000,30.08,0.02,96.98
18/08/2000,30.95,4.79,96.87
19/08/2000,30.53,20.27,96.83
20/08/2000,28.89,15.21,96.79
21/08/2000,28.37,2.55,96.46
22/08/2000,30.37,33.64,96.34
23/08/2000,30.28,89.03,96.28
24/08/2000,30.73,39.93,96.13
25/08/2000,30.44,6.2,96.34
26/08/2000,28.87,2.58,96.69
27/08/2000,27.98,11.16,96.74
28/08/2000,26.73,3.92,96.65
29/08/2000,27.53,1.23,96.77
30/08/2000,27.58,0.86,96.9
31/08/2000,28.88,0.33,96.93
01/09/2000,30.38,0.36,96.92
02/09/2000,30.19,6.83,96.85
03/09/2000,30.36,3,96.86
04/09/2000,30.65,0.38,97.04
05/09/2000,29.64,0.9,97.08
06/09/2000,29.16,5.61,96.98
07/09/2000,29.83,0.45,97.04
08/09/2000,29.76,0.21,97.24
09/09/2000,30.12,0.12,97.26
10/09/2000,29.48,0,97.18
11/09/2000,30.09,0,97.08
12/09/2000,30.89,0,97.13
13/09/2000,31.04,0,97.19
14/09/2000,30.41,0.07,97.12
15/09/2000,31.55,0.03,97.02
16/09/2000,31.72,1.82,97.09
17/09/2000,30.68,10.82,97.21
18/09/2000,29.75,11.78,97.15
19/09/2000,29.8,2.66,97.13
20/09/2000,30.28,0.42,97.18
21/09/2000,29.37,0.28,97.26
22/09/2000,30.64,0.27,97.39
23/09/2000,30.78,0.39,97.41
24/09/2000,29.42,0.38,97.38
25/09/2000,30.18,0.18,97.3
26/09/2000,28.89,1,97.34
27/09/2000,28.35,12.36,97.4
28/09/2000,29.29,1.25,97.38
29/09/2000,30.26,0.54,97.33
30/09/2000,30.76,0.29,97.26
01/10/2000,31.48,0.03,97.34
02/10/2000,31.51,0,97.39
03/10/2000,31.23,0,97.4
04/10/2000,30.65,0.45,97.36
05/10/2000,29.95,0.03,97.41
06/10/2000,30.14,0.38,97.44
07/10/2000,29.51,4.65,97.43
08/10/2000,28.34,1.73,97.34
09/10/2000,30.16,1.36,97.17
10/10/2000,30.76,1.2,97.25
11/10/2000,31.66,0.85,97.36
12/10/2000,32.66,0.27,97.33
13/10/2000,32.78,0.09,97.23
14/10/2000,33.15,0.54,97.19
15/10/2000,33.08,0.02,97.28
16/10/2000,31.13,0.02,97.35
17/10/2000,32.33,0.3,97.15
18/10/2000,30.35,2.41,97.04
19/10/2000,31.07,1.92,97.12
20/10/2000,30.58,0.75,97.28
21/10/2000,30.44,0.06,97.35
22/10/2000,33.75,0,97.3
23/10/2000,33.92,0,97.3
24/10/2000,33.9,0,97.44
25/10/2000,34.11,0,97.56
26/10/2000,33.76,0,97.48
27/10/2000,33.29,0,97.42
28/10/2000,32.61,0,97.54
29/10/2000,32.93,0,97.6
30/10/2000,32.38,0.01,97.59
31/10/2000,32.13,0.01,97.51
01/11/2000,31.81,0,97.59
02/11/2000,31.65,0.76,97.7
03/11/2000,32.48,0.47,97.82
04/11/2000,32.78,0.04,97.89
05/11/2000,33.7,0,97.71
06/11/2000,33.33,0,97.51
07/11/2000,32.51,0,97.62
08/11/2000,31.52,0,97.74
09/11/2000,31.91,0,97.69
10/11/2000,32.12,0,97.78
11/11/2000,32.56,0,97.88
12/11/2000,32.32,0,97.68
13/11/2000,32.39,0,97.49
14/11/2000,32.07,0,97.63
15/11/2000,31.73,0,97.74
16/11/2000,31.4,0,97.79
17/11/2000,31.35,0,97.74
18/11/2000,31.51,0,97.65
19/11/2000,31.75,0,97.62
20/11/2000,32.9,0,97.57
21/11/2000,32.3,0,97.6
22/11/2000,32.95,0.01,97.76
23/11/2000,33.01,0.35,97.97
24/11/2000,32.97,0,97.9
25/11/2000,33.32,0,97.75
26/11/2000,33.23,0,97.76
27/11/2000,33.29,0,97.71
28/11/2000,33.04,0.07,97.58
29/11/2000,32.32,0.04,97.56
30/11/2000,31.54,0.75,97.73
01/12/2000,32.1,0.23,97.76
02/12/2000,31.89,0.09,97.93
03/12/2000,32.38,0.02,98.03
04/12/2000,31.94,0.02,97.91
05/12/2000,32.5,0,97.82
06/12/2000,31.88,0,97.85
07/12/2000,31.69,0,97.9
08/12/2000,31.12,0,97.88
09/12/2000,31.69,0,97.82
10/12/2000,31.81,0,97.87
11/12/2000,31.92,0,97.92
12/12/2000,32.81,0,97.88
13/12/2000,32.2,0,97.82
14/12/2000,31.2,0,97.82
15/12/2000,31.22,0,97.93
16/12/2000,31.62,0,98.04
17/12/2000,30.8,0,98.04
18/12/2000,31.65,0,97.89
19/12/2000,32.05,0,97.73
20/12/2000,31.2,0,97.81
21/12/2000,32.33,0,97.87
22/12/2000,31.99,0,97.87
23/12/2000,31.87,0,97.83
24/12/2000,32.39,0,97.79
25/12/2000,32.31,0,97.78
26/12/2000,31.48,0,97.84
27/12/2000,31.95,0,97.83
28/12/2000,31.29,0,97.84
29/12/2000,31.01,0,97.81
30/12/2000,31.61,0,97.73
31/12/2000,32.24,0.07,97.64
01/01/2001,30.65,3,97.49
02/01/2001,28.44,2.34,97.73
03/01/2001,29.62,0.06,97.81
04/01/2001,31.45,0,97.87
05/01/2001,30.88,0,97.92
06/01/2001,30.94,0,97.93
07/01/2001,30.97,0,97.74
08/01/2001,31.25,0,97.63
09/01/2001,31.89,0,97.72
10/01/2001,31.74,0,97.79
11/01/2001,32.17,0,97.68
12/01/2001,32.5,0,97.68
13/01/2001,33.23,0,97.7
14/01/2001,33.28,0,97.72
15/01/2001,33.13,0,97.78
16/01/2001,32.6,0,97.84
17/01/2001,32.21,0,97.95
18/01/2001,31.9,0,97.95
19/01/2001,32.47,0,97.88
20/01/2001,32.37,0,97.87
21/01/2001,33.15,0,97.69
22/01/2001,33.78,0,97.58
23/01/2001,34.12,0,97.56
24/01/2001,32.58,0,97.69
25/01/2001,32.36,0,97.71
26/01/2001,32.55,0,97.68
27/01/2001,32.94,0,97.71
28/01/2001,33.87,0,97.73
29/01/2001,34.07,0,97.7
30/01/2001,32.05,0,97.71
31/01/2001,35.2,0,97.52
01/02/2001,35.03,0,97.48
02/02/2001,35.15,0,97.45
03/02/2001,36.23,0,97.42
04/02/2001,35.98,0,97.41
05/02/2001,36.16,0,97.5
06/02/2001,36.52,0,97.63
07/02/2001,36.16,0,97.68
08/02/2001,35.88,0,97.68
09/02/2001,36.52,0,97.65
10/02/2001,36.28,0,97.53
11/02/2001,36.26,0,97.44
12/02/2001,36.69,0,97.54
13/02/2001,36.23,0,97.58
14/02/2001,35.73,0,97.56
15/02/2001,35.73,0,97.63
16/02/2001,35.37,0,97.71
17/02/2001,35.73,0,97.75
18/02/2001,36.32,0,97.68
19/02/2001,37.4,0,97.62
20/02/2001,38.12,0,97.55
21/02/2001,38.89,0,97.36
22/02/2001,37.3,0,97.54
23/02/2001,37.78,0,97.58
24/02/2001,39.34,0,97.47
25/02/2001,39.92,0,97.24
26/02/2001,38.44,0,97.31
27/02/2001,38.7,0,97.47
28/02/2001,38,0,97.67
01/03/2001,37.33,0,97.77
02/03/2001,36.71,0.11,97.83
03/03/2001,37.41,0,97.82
04/03/2001,37.01,0,97.78
05/03/2001,35.8,0.06,97.65
06/03/2001,37.69,0,97.59
07/03/2001,36.72,0,97.58
08/03/2001,36.06,0.69,97.52
09/03/2001,35.42,4.38,97.58
10/03/2001,36.4,0.2,97.6
11/03/2001,36.12,0.12,97.65
12/03/2001,35.19,0.32,97.57
13/03/2001,32.83,12.96,97.59
14/03/2001,34.8,0.94,97.56
15/03/2001,36.77,0.1,97.67
16/03/2001,37.38,0.02,97.5
17/03/2001,37.15,0,97.34
18/03/2001,38.94,0,97.39
19/03/2001,39.19,0.05,97.52
20/03/2001,39.62,0.01,97.35
21/03/2001,39.89,0.91,97.14
22/03/2001,37.48,3.32,97.1
23/03/2001,39.8,0,97.09
24/03/2001,39.66,0.07,97.11
25/03/2001,40.65,0.04,97.04
26/03/2001,40.53,0,96.98
27/03/2001,41.2,0,96.96
28/03/2001,41.54,0,97.02
29/03/2001,41.13,0,97
30/03/2001,40.2,0,97.08
31/03/2001,38.6,0.18,97.33
01/04/2001,39.39,0.05,97.35
02/04/2001,39.76,0,97.24
03/04/2001,38.49,0.02,97.37
04/04/2001,39.83,0.04,97.43
05/04/2001,40.68,0.01,97.39
06/04/2001,41.73,0.01,97.4
07/04/2001,42.58,0,97.49
08/04/2001,40.99,0.25,97.33
09/04/2001,38.8,0,97.25
10/04/2001,40.7,0,97.4
11/04/2001,36.25,0.06,97.54
12/04/2001,34.08,19.45,97.5
13/04/2001,34.26,3.57,97.47
14/04/2001,36.23,0.3,97.66
15/04/2001,37.05,0.16,97.67
16/04/2001,35.37,17.1,97.53
17/04/2001,34.17,4.14,97.36
18/04/2001,37.23,1.39,97.31
19/04/2001,36.96,2.73,97.29
20/04/2001,37.73,0.63,97.23
21/04/2001,38.01,0.27,97.14
22/04/2001,39.59,0,97.17
23/04/2001,40.07,0,97.17
24/04/2001,40.37,0,97.27
25/04/2001,41.33,0,97.17
26/04/2001,42.65,0,97.14
27/04/2001,42.88,0,97.1
28/04/2001,42.65,0,96.96
29/04/2001,43.35,0,96.96
30/04/2001,44.01,0,97.08
01/05/2001,43.97,0,97.08
02/05/2001,44.53,0.09,96.87
03/05/2001,44.74,0.1,96.72
04/05/2001,44.83,0.03,96.86
05/05/2001,44.95,0.03,96.91
06/05/2001,46,0.06,96.83
07/05/2001,45.61,0.27,96.84
08/05/2001,45.36,0.05,96.83
09/05/2001,45.53,0,96.78
10/05/2001,44.94,0,96.84
11/05/2001,45.36,0,96.86
12/05/2001,45.55,0.06,96.76
13/05/2001,44.99,0.03,96.64
14/05/2001,44.57,0.15,96.72
15/05/2001,44.62,0.02,96.88
16/05/2001,42.52,1.13,97.06
17/05/2001,42.43,0.4,97.05
18/05/2001,42.6,0.13,96.96
19/05/2001,41.95,0.11,96.93
20/05/2001,38.61,0.01,96.97
21/05/2001,40.47,0.24,96.89
22/05/2001,38.23,0.01,96.95
23/05/2001,42.05,0.01,96.86
24/05/2001,42.18,0,96.69
25/05/2001,41.87,0.01,96.65
26/05/2001,37.41,0.08,96.86
27/05/2001,39.16,0.15,96.89
28/05/2001,39.57,0.16,96.77
29/05/2001,40.64,0.11,96.77
30/05/2001,39.58,0.02,96.73
31/05/2001,39.98,0.01,96.69
01/06/2001,40.63,0.36,96.66
02/06/2001,36.35,3.03,96.87
03/06/2001,30.05,4.25,96.95
04/06/2001,30.85,28.41,96.98
05/06/2001,34.05,4.2,96.82
06/06/2001,33.16,3.68,96.69
07/06/2001,30.69,1.79,96.61
08/06/2001,29.61,0.21,96.61
09/06/2001,34.37,0.25,96.66
10/06/2001,33.26,1.29,96.68
11/06/2001,32.11,38.41,96.65
12/06/2001,30.18,14.96,96.67
13/06/2001,30.5,8.57,96.77
14/06/2001,27.23,3.3,96.72
15/06/2001,29.55,0.4,96.86
16/06/2001,35.32,0,96.79
17/06/2001,35.37,0.01,96.75
18/06/2001,34.97,3.84,96.77
19/06/2001,33.7,1.57,96.88
20/06/2001,34.76,0.23,96.94
21/06/2001,33.7,0,96.9
22/06/2001,32.92,0.01,96.76
23/06/2001,35.64,0,96.67
24/06/2001,36.2,0,96.74
25/06/2001,36.35,0,96.78
26/06/2001,35.98,0.32,96.74
27/06/2001,35.06,0.22,96.78
28/06/2001,35.87,0.43,96.74
29/06/2001,33.37,2.44,96.77
30/06/2001,33.68,1.23,96.82
01/07/2001,36.74,0.76,96.89
02/07/2001,37.6,0.38,96.81
03/07/2001,36.25,0.05,96.68
04/07/2001,35.15,0.24,96.55
05/07/2001,34.29,5.94,96.5
06/07/2001,30.01,6.24,96.61
07/07/2001,31.87,3.61,96.56
08/07/2001,33.08,4.75,96.34
09/07/2001,35.37,2.6,96.37
10/07/2001,34.98,6.33,96.63
11/07/2001,35.22,2.04,96.78
12/07/2001,35.05,0.14,96.91
13/07/2001,34.12,0.67,97.09
14/07/2001,32.69,0.74,97.2
15/07/2001,31.38,0.65,97.13
16/07/2001,30.22,2.09,97.05
17/07/2001,31.91,1.72,97
18/07/2001,31.84,1.96,96.77
19/07/2001,30.45,2.25,96.74
20/07/2001,35.5,0.29,96.79
21/07/2001,35.73,0.04,96.74
22/07/2001,32.55,4.88,96.81
23/07/2001,32.59,16.11,96.76
24/07/2001,31,6.69,96.84
25/07/2001,32.37,1.3,96.88
26/07/2001,29.82,1.29,97
27/07/2001,31.17,0.08,96.92
28/07/2001,32.05,6.91,96.89
29/07/2001,30.44,3.91,97
30/07/2001,30.94,0.41,97.04
31/07/2001,32.53,2.02,97.09
01/08/2001,31.05,11.54,97
02/08/2001,28.46,13.08,96.76
03/08/2001,28.81,10.12,96.67
04/08/2001,30.25,13.39,96.8
05/08/2001,29.69,2.59,96.94
06/08/2001,30.68,8.27,96.8
07/08/2001,31.43,5.21,96.71
08/08/2001,29.21,32.75,96.88
09/08/2001,28.55,15.22,97.02
10/08/2001,30.09,8.7,96.97
11/08/2001,30.02,18.44,96.91
12/08/2001,31.05,9.96,96.95
13/08/2001,29.66,9.32,96.99
14/08/2001,29.84,5.71,96.98
15/08/2001,30.68,3.85,97.1
16/08/2001,30.41,1.82,97.05
17/08/2001,30.86,0.33,96.94
18/08/2001,31.08,0.44,96.9
19/08/2001,29.12,7.84,96.91
20/08/2001,25.33,17.03,96.85
21/08/2001,27.82,6.52,96.93
22/08/2001,28.64,6.62,96.78
23/08/2001,27.33,2.79,96.76
24/08/2001,30.1,1.23,96.89
25/08/2001,30.32,0.1,97.06
26/08/2001,30.48,0.08,97.11
27/08/2001,30.94,0.02,96.94
28/08/2001,30.29,0,96.85
29/08/2001,30.66,0,96.82
30/08/2001,30.69,0,96.83
31/08/2001,29.53,0.4,96.82
01/09/2001,30.49,0.57,96.9
02/09/2001,31.88,0.82,96.96
03/09/2001,30.61,0.16,97.09
04/09/2001,30.26,0.96,97.16
05/09/2001,31.24,0.44,97.11
06/09/2001,30.55,2.16,97.18
07/09/2001,30.94,0.14,97.3
08/09/2001,32.51,0.33,97.37
09/09/2001,30.9,1.98,97.27
10/09/2001,30.89,1.54,97.14
11/09/2001,29.31,4.87,97.15
12/09/2001,29.01,0.46,97.18
13/09/2001,30.87,0.01,97.11
14/09/2001,31.48,0.57,97.2
15/09/2001,29.74,0.25,97.3
16/09/2001,29.94,0.36,97.31
17/09/2001,28.6,0.15,97.3
18/09/2001,31.52,1.19,97.24
19/09/2001,30.61,1.27,97.24
20/09/2001,31.02,2.11,97.24
21/09/2001,30.11,2.72,97.31
22/09/2001,33.45,0.07,97.29
23/09/2001,33.54,4.29,97.25
24/09/2001,34.27,0.85,97.2
25/09/2001,32.4,6.17,97.1
26/09/2001,30.45,4.14,97.03
27/09/2001,30.41,6.09,97.01
28/09/2001,31.28,4.24,96.9
29/09/2001,31.62,7.26,96.76
30/09/2001,28.62,28.38,96.65
01/10/2001,31.48,7.1,96.82
02/10/2001,30.63,7.54,96.96
03/10/2001,29.08,1.09,97.05
04/10/2001,29.05,4.88,97.16
05/10/2001,28.26,12.09,97.13
06/10/2001,26.98,21.34,97.08
07/10/2001,29.23,11.48,97.09
08/10/2001,29.73,9.93,97.31
09/10/2001,29.69,1.89,97.42
10/10/2001,29.82,1.83,97.44
11/10/2001,30,2.27,97.48
12/10/2001,29.66,2.81,97.43
13/10/2001,29.89,1.8,97.35
14/10/2001,30.97,0.38,97.29
15/10/2001,31.04,0.86,97.35
16/10/2001,28.99,4,97.32
17/10/2001,29.05,3.13,97.26
18/10/2001,29.69,0.56,97.37
19/10/2001,29.73,0.12,97.64
20/10/2001,30.74,0.1,97.76
21/10/2001,30.14,0.01,97.62
22/10/2001,30.39,0,97.62
23/10/2001,30.24,0.02,97.63
24/10/2001,30.4,0.52,97.53
25/10/2001,30.87,0.34,97.4
26/10/2001,31.25,0.11,97.4
27/10/2001,31.49,0.58,97.54
28/10/2001,31.69,0,97.55
29/10/2001,31.19,0,97.47
30/10/2001,31.08,0,97.49
31/10/2001,31.69,0,97.57
01/11/2001,31.48,0,97.7
02/11/2001,32.44,0.02,97.8
03/11/2001,32.44,0,97.73
04/11/2001,32.45,0,97.64
05/11/2001,31.76,1.06,97.7
06/11/2001,31.08,1.34,97.71
07/11/2001,30.83,0.14,97.61
08/11/2001,31.34,0.05,97.52
09/11/2001,31.34,0.03,97.5
10/11/2001,29.35,0.12,97.39
11/11/2001,30.47,0.03,97.35
12/11/2001,31.02,0,97.5
13/11/2001,31.04,0,97.66
14/11/2001,32.12,0.28,97.71
15/11/2001,31.79,0.22,97.73
16/11/2001,31.09,1.18,97.8
17/11/2001,32.35,0.24,97.85
18/11/2001,31.98,0.07,97.91
19/11/2001,32.44,0.01,97.89
20/11/2001,31.94,0,97.98
21/11/2001,31.52,0,98.02
22/11/2001,31.4,0,97.96
23/11/2001,31.19,0,97.92
24/11/2001,30.7,0,97.92
25/11/2001,30.43,0,97.92
26/11/2001,29.88,0,97.86
27/11/2001,28.37,0,97.92
28/11/2001,28.91,0.05,97.78
29/11/2001,29.98,0.15,97.82
30/11/2001,30.08,0.09,97.94
01/12/2001,31.01,0.01,97.89
02/12/2001,30.56,0,97.87
03/12/2001,31.15,0,97.9
04/12/2001,31.69,0,97.81
05/12/2001,31.87,0,97.79
06/12/2001,31.19,0,97.88
07/12/2001,30.84,0,97.84
08/12/2001,30.94,0,97.89
09/12/2001,31.69,0,97.96
10/12/2001,31.58,0,98.02
11/12/2001,31.63,0,98.03
12/12/2001,32.51,0,98.06
13/12/2001,32.28,0,98.13
14/12/2001,31.08,0,98.13
15/12/2001,29.98,0,98.17
16/12/2001,31.2,0,98.07
17/12/2001,31.18,0,98.13
18/12/2001,30.75,0,98.24
19/12/2001,29.98,0,98.25
20/12/2001,29.41,0,98.22
21/12/2001,29.61,0.1,98.29
22/12/2001,29.59,0.14,98.29
23/12/2001,30.8,0.09,98.23
24/12/2001,31.11,0.05,98.16
25/12/2001,31.44,0,98.11
26/12/2001,31.12,0,98.2
27/12/2001,30.98,0,98.32
28/12/2001,30.4,0,98.35
29/12/2001,27.65,0,98.27
30/12/2001,26.96,0,98.25
31/12/2001,28.32,0,98.2
01/01/2002,30.12,0,98.25
02/01/2002,30.08,0,98.32
03/01/2002,29.39,0,98.26
04/01/2002,29.12,0.04,98.16
05/01/2002,30.15,0.37,98.03
06/01/2002,23.3,24.21,98.06
07/01/2002,24.58,5.05,98.12
08/01/2002,27.51,1.03,98.12
09/01/2002,28.38,0.06,98.19
10/01/2002,29.1,0,98.21
11/01/2002,29.07,0,98.09
12/01/2002,29.71,0,97.96
13/01/2002,30.06,0,97.8
14/01/2002,31.61,0,97.66
15/01/2002,32.23,0,97.69
16/01/2002,32.55,0,97.66
